Customer,Category,Product,Quantity,Price,Total_Sales,Date
Emma,Automotive,Car Battery,10.0,46.97,469.7,2023-03-16
Charlie,Apparel,Pants,1.0,,0.0,2023-02-21
Emma,Toys,Board Game,5.0,451.66,2258.3,2023-08-20
David,Apparel,Shoes,5.0,315.71,1578.55,2023-04-24
Alice,Home Goods,Blender,3.0,53.96,161.88,2023-06-20
Frank,Electronics,Tablet,7.0,56.03,0.0,2023-06-29
Frank,Home Goods,Microwave,7.0,213.43,1494.01,2023-05-27
Emma,Apparel,Shirt,8.0,27.01,216.08,2023-12-17
Bob,Electronics,Laptop,6.0,84.47,506.82,2023-09-20
Emma,Automotive,Tire,,,0.0,2023-03-15
Charlie,Toys,Puzzle,9.0,302.09,2718.81,2023-01-12
Alice,Toys,Puzzle,4.0,461.0,1844.0,2023-08-01
David,Electronics,Smartphone,10.0,136.41,0.0,2023-02-13
Alice,Home Goods,Vacuum Cleaner,10.0,415.72,0.0,2023-10-18
Charlie,Automotive,Oil Filter,5.0,75.95,379.75,2023-05-29
Charlie,Home Goods,Blender,7.0,54.13,378.91,2023-06-08
Bob,Toys,Action Figure,2.0,21.03,42.06,2023-08-18
Bob,Home Goods,Blender,7.0,202.63,1418.41,2023-10-06
Grace,Home Goods,Toaster,5.0,374.19,1870.95,2023-08-28
Alice,Automotive,Tire,1.0,373.91,373.91,2023-07-30
Hannah,Apparel,Shirt,1.0,491.39,491.39,2023-03-19
Charlie,Apparel,Pants,10.0,298.97,2989.7,2023-07-08
Grace,Electronics,Laptop,2.0,48.84,97.68,2023-04-22
Charlie,Apparel,Pants,1.0,,0.0,2023-07-16
Grace,Apparel,Pants,3.0,246.56,739.68,2023-10-27
Alice,Home Goods,Blender,8.0,292.75,2342.0,2023-11-24
Alice,Home Goods,Vacuum Cleaner,4.0,470.66,1882.64,2023-03-10
Grace,Electronics,Laptop,,204.21,0.0,2023-04-02
Bob,Electronics,Smartphone,10.0,,0.0,2023-06-25
Grace,Electronics,Smartphone,10.0,135.99,1359.9,2023-08-01
Alice,Automotive,Spark Plug,1.0,11.22,11.22,2023-02-06
Grace,Toys,Board Game,7.0,220.58,1544.06,2023-09-28
David,Apparel,Shirt,9.0,392.15,3529.35,2023-07-17
Bob,Toys,Puzzle,2.0,470.56,941.12,2023-04-15
Alice,Automotive,Tire,8.0,269.42,2155.36,2023-03-23
Charlie,Apparel,Shirt,3.0,137.82,0.0,2023-04-20
Hannah,Toys,Toy Car,,182.73,0.0,2023-08-21
Bob,Toys,Board Game,5.0,106.25,531.25,2023-07-31
David,Electronics,Smartphone,9.0,336.99,3032.91,2023-08-04
Emma,Toys,Toy Car,5.0,165.56,827.8,2023-12-06
Alice,Apparel,Shirt,9.0,177.57,1598.13,2023-07-12
Hannah,Toys,Puzzle,9.0,68.59,617.31,2023-03-31
Frank,Home Goods,Toaster,6.0,159.58,957.48,2023-03-04
Frank,Toys,Puzzle,7.0,51.65,0.0,2023-05-30
Bob,Automotive,Spark Plug,3.0,207.59,622.77,2023-05-24
Hannah,Home Goods,Toaster,7.0,434.25,3039.75,2023-02-21
Frank,Electronics,Laptop,10.0,113.17,0.0,2023-09-16
David,Home Goods,Vacuum Cleaner,10.0,312.01,3120.1,2023-11-17
Frank,Automotive,Car Battery,9.0,249.72,2247.48,2023-03-13
Grace,Toys,Toy Car,3.0,273.64,0.0,2023-09-03
Emma,Apparel,Shirt,7.0,420.87,2946.09,2023-05-13
Grace,Apparel,Pants,8.0,467.93,0.0,2023-05-21
Charlie,Automotive,Tire,8.0,63.8,0.0,2023-02-06
Alice,Electronics,Smartphone,9.0,341.51,3073.59,2023-11-18
Hannah,Home Goods,Blender,3.0,445.15,1335.45,2023-11-17
Alice,Electronics,Headphones,10.0,151.52,1515.2,2023-06-25
Bob,Home Goods,Toaster,6.0,340.74,0.0,2023-05-14
Frank,Electronics,Laptop,2.0,87.2,174.4,2023-07-03
Bob,Home Goods,Blender,4.0,143.97,575.88,2023-03-28
Bob,Toys,Action Figure,10.0,219.94,2199.4,2023-05-04
Frank,Automotive,Tire,10.0,315.45,3154.5,2023-02-01
Bob,Home Goods,Vacuum Cleaner,10.0,68.75,687.5,2023-06-09
Frank,Automotive,Car Battery,5.0,98.97,494.85,2023-07-08
Emma,Electronics,Smartphone,4.0,341.51,1366.04,2023-05-21
Emma,Electronics,Headphones,9.0,165.11,1485.99,2023-11-12
David,Automotive,Spark Plug,8.0,437.4,3499.2,2023-09-18
Hannah,Automotive,Tire,10.0,67.49,674.9,2023-02-01
Grace,Home Goods,Blender,1.0,104.08,104.08,2023-05-08
Frank,Automotive,Spark Plug,5.0,380.64,1903.2,2023-05-19
David,Home Goods,Blender,8.0,37.54,300.32,2023-05-06
Charlie,Automotive,Spark Plug,9.0,495.45,4459.05,2023-07-13
Bob,Automotive,Tire,3.0,436.21,1308.63,2023-02-09
Hannah,Home Goods,Blender,1.0,457.92,0.0,2023-10-19
Grace,Apparel,Jacket,3.0,442.69,1328.07,2023-01-07
Frank,Home Goods,Toaster,6.0,326.27,1957.62,2023-06-24
Frank,Toys,Action Figure,1.0,305.92,305.92,2023-09-10
Grace,Electronics,Tablet,6.0,299.06,1794.36,2023-04-09
Frank,Toys,Action Figure,,392.38,0.0,2023-10-21
Charlie,Automotive,Oil Filter,9.0,44.19,0.0,2023-08-12
Charlie,Electronics,Tablet,,169.79,0.0,2023-01-21
Emma,Automotive,Tire,7.0,324.32,0.0,2023-07-21
Emma,Toys,Puzzle,10.0,308.86,3088.6,2023-09-23
Bob,Toys,Toy Car,3.0,492.42,1477.26,2023-04-02
Charlie,Apparel,Shoes,8.0,111.21,889.68,2023-06-11
Charlie,Toys,Toy Car,9.0,199.64,1796.76,2023-03-15
Frank,Electronics,Tablet,1.0,5.45,5.45,2023-08-27
Alice,Apparel,Shoes,5.0,47.36,236.8,2023-07-14
Charlie,Toys,Toy Car,9.0,226.87,2041.83,2023-08-01
David,Home Goods,Blender,10.0,430.44,4304.4,2023-11-08
David,Toys,Toy Car,7.0,241.6,1691.2,2023-09-12
Bob,Automotive,Spark Plug,3.0,344.61,1033.83,2023-09-15
Hannah,Home Goods,Vacuum Cleaner,6.0,197.74,1186.44,2023-02-13
Grace,Home Goods,Blender,6.0,174.44,1046.64,2023-03-15
Frank,Automotive,Tire,7.0,145.35,1017.45,2023-12-01
Alice,Toys,Action Figure,4.0,421.76,1687.04,2023-05-17
Alice,Electronics,Laptop,9.0,431.04,3879.36,2023-09-22
David,Electronics,Laptop,1.0,336.02,0.0,2023-08-07
Frank,Electronics,Headphones,2.0,350.54,701.08,2023-12-10
Charlie,Toys,Puzzle,8.0,88.1,704.8,2023-06-26
Hannah,Home Goods,Microwave,2.0,485.5,971.0,2023-12-12
Hannah,Electronics,Tablet,10.0,331.25,3312.5,2023-04-18
Frank,Automotive,Car Battery,1.0,27.07,27.07,2023-09-02
Bob,Automotive,Tire,8.0,96.3,770.4,2023-03-06
Alice,Electronics,Headphones,3.0,228.57,685.71,2023-11-20
David,Automotive,Tire,6.0,76.18,457.08,2023-02-13
Grace,Apparel,Shirt,2.0,469.98,939.96,2023-11-03
David,Home Goods,Toaster,8.0,74.79,598.32,2023-05-23
Emma,Automotive,Spark Plug,9.0,341.61,3074.49,2023-03-21
David,Automotive,Tire,9.0,149.85,1348.65,2023-09-29
Frank,Apparel,Pants,6.0,422.75,2536.5,2023-03-06
Bob,Electronics,Laptop,4.0,130.21,0.0,2023-10-27
Charlie,Electronics,Tablet,6.0,,0.0,2023-04-27
David,Automotive,Oil Filter,6.0,40.19,0.0,2023-06-25
Grace,Electronics,Smartphone,3.0,7.45,22.35,2023-01-10
Grace,Home Goods,Vacuum Cleaner,7.0,365.8,2560.6,2023-10-29
Charlie,Automotive,Car Battery,3.0,128.32,384.96,2023-08-26
Grace,Home Goods,Toaster,2.0,436.85,873.7,2023-09-24
Hannah,Home Goods,Microwave,6.0,,0.0,2023-07-15
Charlie,Home Goods,Vacuum Cleaner,4.0,24.79,99.16,2023-01-07
Bob,Apparel,Shirt,3.0,483.47,1450.41,2023-12-29
David,Toys,Toy Car,10.0,429.27,4292.7,2023-01-28
Grace,Apparel,Shirt,8.0,498.38,0.0,2023-03-28
Frank,Electronics,Smartphone,8.0,54.96,0.0,2023-08-27
Emma,Toys,Puzzle,7.0,370.79,2595.53,2023-06-11
Hannah,Electronics,Smartphone,10.0,180.28,1802.8,2023-05-15
David,Home Goods,Toaster,5.0,73.87,369.35,2023-11-29
Frank,Automotive,Tire,7.0,,0.0,2023-02-15
Hannah,Automotive,Car Battery,9.0,315.77,2841.93,2023-03-20
Emma,Home Goods,Vacuum Cleaner,6.0,29.01,174.06,2023-01-20
Bob,Electronics,Smartphone,,279.88,0.0,2023-06-16
Alice,Electronics,Smartphone,2.0,,0.0,2023-11-29
David,Automotive,Tire,9.0,113.18,1018.62,2023-05-10
Grace,Toys,Board Game,7.0,258.41,1808.87,2023-12-21
Hannah,Home Goods,Microwave,10.0,330.81,3308.1,2023-04-13
Charlie,Home Goods,Vacuum Cleaner,9.0,174.81,1573.29,2023-09-04
David,Toys,Puzzle,10.0,411.22,4112.2,2023-07-22
Emma,Home Goods,Microwave,6.0,312.34,1874.04,2023-09-04
Charlie,Toys,Board Game,4.0,104.19,0.0,2023-05-17
Grace,Electronics,Laptop,9.0,251.91,2267.19,2023-03-01
David,Automotive,Tire,5.0,476.92,2384.6,2023-05-21
Hannah,Electronics,Smartphone,4.0,312.56,1250.24,2023-01-28
David,Electronics,Headphones,5.0,283.38,1416.9,2023-12-20
Hannah,Toys,Toy Car,6.0,123.21,739.26,2023-10-31
Charlie,Toys,Board Game,3.0,365.61,0.0,2023-12-22
Alice,Apparel,Pants,6.0,477.79,2866.74,2023-03-24
Frank,Toys,Board Game,8.0,240.61,1924.88,2023-10-07
Hannah,Home Goods,Blender,7.0,443.09,3101.63,2023-11-11
Charlie,Toys,Toy Car,10.0,431.94,0.0,2023-06-08
David,Toys,Puzzle,4.0,115.18,460.72,2023-11-17
David,Automotive,Car Battery,10.0,364.24,3642.4,2023-01-26
Hannah,Apparel,Shirt,1.0,261.57,0.0,2023-02-28
Charlie,Apparel,Shirt,5.0,180.04,900.2,2023-07-12
Frank,Automotive,Spark Plug,10.0,463.45,4634.5,2023-09-28
Hannah,Electronics,Headphones,3.0,243.99,731.97,2023-09-09
Bob,Toys,Puzzle,4.0,111.74,446.96,2023-02-28
David,Home Goods,Vacuum Cleaner,9.0,247.79,2230.11,2023-02-24
Hannah,Toys,Puzzle,,335.62,0.0,2023-01-18
Frank,Automotive,Tire,5.0,454.87,2274.35,2023-10-20
David,Apparel,Jacket,,129.73,0.0,2023-04-08
Alice,Automotive,Car Battery,7.0,30.63,214.41,2023-07-28
David,Toys,Toy Car,9.0,161.42,1452.78,2023-09-06
Emma,Apparel,Shirt,5.0,419.91,2099.55,2023-08-29
Alice,Apparel,Pants,9.0,393.47,3541.23,2023-03-02
Frank,Electronics,Headphones,3.0,95.95,287.85,2023-12-11
Charlie,Automotive,Oil Filter,8.0,89.53,716.24,2023-02-07
David,Home Goods,Toaster,10.0,43.35,433.5,2023-11-27
Hannah,Apparel,Jacket,7.0,388.05,2716.35,2023-01-24
Bob,Automotive,Spark Plug,10.0,,0.0,2023-06-03
Bob,Automotive,Tire,3.0,472.45,1417.35,2023-09-28
Frank,Home Goods,Vacuum Cleaner,3.0,377.51,1132.53,2023-04-25
Emma,Electronics,Smartphone,4.0,,0.0,2023-04-22
Hannah,Electronics,Smartphone,10.0,,0.0,2023-01-28
Charlie,Home Goods,Vacuum Cleaner,4.0,475.97,1903.88,2023-02-16
Charlie,Automotive,Spark Plug,7.0,37.58,263.06,2023-01-28
Charlie,Toys,Action Figure,4.0,249.88,999.52,2023-09-26
Hannah,Home Goods,Toaster,3.0,341.65,0.0,2023-12-04
Alice,Toys,Action Figure,3.0,321.08,963.24,2023-09-26
Alice,Apparel,Shirt,8.0,154.74,1237.92,2023-03-07
David,Electronics,Laptop,9.0,256.98,2312.82,2023-01-22
Emma,Toys,Action Figure,9.0,67.31,605.79,2023-11-06
David,Electronics,Tablet,10.0,240.31,0.0,2023-10-16
Hannah,Electronics,Laptop,2.0,161.9,323.8,2023-09-21
Alice,Automotive,Car Battery,4.0,119.19,476.76,2023-08-20
Emma,Electronics,Tablet,3.0,403.72,1211.16,2023-02-12
Charlie,Apparel,Shirt,,142.49,0.0,2023-10-11
Hannah,Home Goods,Blender,5.0,192.74,963.7,2023-08-16
Bob,Apparel,Jacket,1.0,357.29,357.29,2023-05-08
Alice,Apparel,Pants,9.0,,0.0,2023-02-21
Charlie,Toys,Toy Car,1.0,12.86,12.86,2023-04-03
Bob,Home Goods,Blender,2.0,308.49,616.98,2023-07-06
Grace,Electronics,Headphones,5.0,320.67,0.0,2023-04-30
Grace,Automotive,Car Battery,2.0,386.73,773.46,2023-05-19
Alice,Home Goods,Vacuum Cleaner,4.0,383.34,1533.36,2023-07-05
Charlie,Toys,Board Game,4.0,215.15,0.0,2023-12-25
Grace,Toys,Puzzle,3.0,430.01,1290.03,2023-08-11
Charlie,Electronics,Smartphone,7.0,53.71,375.97,2023-02-24
Hannah,Automotive,Spark Plug,10.0,157.16,1571.6,2023-01-09
Hannah,Apparel,Jacket,6.0,287.69,1726.14,2023-08-12
Frank,Automotive,Tire,4.0,318.08,1272.32,2023-01-18
Alice,Toys,Action Figure,1.0,210.69,210.69,2023-04-09
Bob,Electronics,Smartphone,9.0,471.9,0.0,2023-03-06
Charlie,Automotive,Oil Filter,6.0,311.45,1868.7,2023-10-10
Grace,Electronics,Tablet,6.0,199.0,1194.0,2023-07-14
Charlie,Toys,Action Figure,4.0,452.97,1811.88,2023-04-28
David,Automotive,Tire,4.0,231.42,925.68,2023-07-24
Alice,Home Goods,Blender,6.0,377.74,2266.44,2023-12-06
David,Home Goods,Microwave,7.0,253.62,1775.34,2023-12-08
Grace,Apparel,Shirt,3.0,341.48,1024.44,2023-10-23
Alice,Home Goods,Blender,8.0,347.81,0.0,2023-11-21
Grace,Automotive,Oil Filter,3.0,179.03,537.09,2023-12-15
David,Electronics,Smartphone,2.0,227.19,0.0,2023-07-15
Grace,Automotive,Spark Plug,2.0,220.0,440.0,2023-12-16
Frank,Home Goods,Microwave,3.0,,0.0,2023-07-13
Bob,Toys,Action Figure,3.0,118.14,354.42,2023-02-14
Hannah,Home Goods,Blender,9.0,276.97,2492.73,2023-06-15
David,Electronics,Headphones,1.0,295.28,295.28,2023-07-06
Charlie,Automotive,Oil Filter,7.0,129.47,906.29,2023-10-28
Frank,Automotive,Tire,1.0,243.25,0.0,2023-02-19
Emma,Automotive,Spark Plug,2.0,194.03,388.06,2023-08-03
David,Electronics,Tablet,5.0,77.57,387.85,2023-06-16
Charlie,Electronics,Smartphone,8.0,124.96,999.68,2023-03-30
Charlie,Apparel,Shirt,9.0,40.78,367.02,2023-12-21
Frank,Automotive,Car Battery,2.0,257.58,515.16,2023-06-10
Emma,Apparel,Shirt,3.0,298.76,896.28,2023-12-20
Grace,Automotive,Tire,10.0,38.57,385.7,2023-07-29
Charlie,Electronics,Laptop,3.0,221.71,665.13,2023-02-08
Hannah,Electronics,Smartphone,5.0,214.49,0.0,2023-03-01
Alice,Electronics,Headphones,8.0,44.13,353.04,2023-03-04
Grace,Automotive,Spark Plug,5.0,22.67,113.35,2023-04-26
Emma,Electronics,Tablet,10.0,347.47,0.0,2023-01-16
Grace,Electronics,Headphones,8.0,485.75,3886.0,2023-08-29
David,Automotive,Tire,6.0,494.8,2968.8,2023-02-08
David,Toys,Toy Car,10.0,54.33,543.3,2023-07-11
Frank,Toys,Board Game,10.0,,0.0,2023-10-08
Frank,Automotive,Spark Plug,1.0,266.43,0.0,2023-10-18
Grace,Automotive,Tire,10.0,215.16,2151.6,2023-11-02
Charlie,Home Goods,Vacuum Cleaner,10.0,376.07,3760.7,2023-04-08
Frank,Electronics,Tablet,8.0,309.29,2474.32,2023-10-06
Hannah,Electronics,Smartphone,1.0,137.49,137.49,2023-05-04
Bob,Apparel,Shirt,5.0,421.41,2107.05,2023-08-11
David,Home Goods,Vacuum Cleaner,3.0,77.39,232.17,2023-10-10
David,Automotive,Tire,3.0,38.37,115.11,2023-05-23
Grace,Apparel,Jacket,9.0,109.37,984.33,2023-01-30
Frank,Home Goods,Toaster,9.0,417.0,0.0,2023-09-21
Bob,Home Goods,Vacuum Cleaner,1.0,61.18,61.18,2023-11-02
Charlie,Apparel,Shoes,6.0,143.94,863.64,2023-02-05
Frank,Electronics,Tablet,8.0,224.85,1798.8,2023-10-07
Frank,Automotive,Oil Filter,1.0,349.93,349.93,2023-04-25
Grace,Automotive,Spark Plug,7.0,481.73,3372.11,2023-09-20
Emma,Apparel,Shirt,2.0,,0.0,2023-05-20
Frank,Automotive,Tire,4.0,228.56,0.0,2023-09-10
Charlie,Electronics,Smartphone,2.0,50.78,101.56,2023-01-01
Grace,Toys,Toy Car,4.0,391.05,1564.2,2023-02-21
Alice,Toys,Action Figure,1.0,199.77,199.77,2023-09-03
Bob,Toys,Board Game,2.0,315.78,0.0,2023-10-05
David,Automotive,Car Battery,1.0,138.81,138.81,2023-12-08
Charlie,Toys,Toy Car,7.0,,0.0,2023-01-24
Grace,Home Goods,Blender,,495.39,0.0,2023-01-28
Alice,Apparel,Shirt,1.0,344.48,0.0,2023-02-14
Emma,Electronics,Tablet,7.0,212.76,1489.32,2023-11-20
Charlie,Home Goods,Vacuum Cleaner,3.0,426.03,0.0,2023-01-01
Hannah,Automotive,Spark Plug,3.0,241.99,725.97,2023-07-03
Emma,Electronics,Smartphone,3.0,428.9,1286.7,2023-12-07
Emma,Apparel,Shoes,3.0,25.18,75.54,2023-05-24
Charlie,Home Goods,Microwave,5.0,286.08,1430.4,2023-06-11
Bob,Electronics,Headphones,8.0,216.69,1733.52,2023-11-10
Bob,Electronics,Laptop,6.0,278.13,0.0,2023-06-02
Emma,Home Goods,Vacuum Cleaner,3.0,136.08,408.24,2023-09-24
David,Electronics,Tablet,,414.07,0.0,2023-03-17
Frank,Apparel,Pants,3.0,276.32,0.0,2023-12-03
Grace,Automotive,Oil Filter,8.0,291.69,2333.52,2023-01-09
Hannah,Electronics,Laptop,10.0,205.63,2056.3,2023-12-31
Charlie,Automotive,Tire,4.0,451.94,1807.76,2023-08-10
Grace,Toys,Puzzle,1.0,44.02,44.02,2023-03-08
Bob,Apparel,Pants,9.0,124.34,1119.06,2023-05-07
David,Toys,Action Figure,8.0,384.48,3075.84,2023-05-30
Emma,Electronics,Smartphone,,473.32,0.0,2023-05-09
Alice,Toys,Board Game,6.0,180.45,1082.7,2023-07-01
Grace,Electronics,Laptop,7.0,451.89,3163.23,2023-10-10
David,Home Goods,Microwave,6.0,,0.0,2023-12-02
Alice,Automotive,Car Battery,9.0,237.05,2133.45,2023-01-30
Hannah,Automotive,Tire,9.0,361.04,3249.36,2023-06-13
Bob,Automotive,Oil Filter,2.0,229.99,0.0,2023-04-29
David,Home Goods,Blender,6.0,380.13,2280.78,2023-10-21
Grace,Home Goods,Toaster,10.0,288.24,2882.4,2023-08-11
Charlie,Home Goods,Toaster,6.0,41.4,248.4,2023-07-26
Frank,Toys,Puzzle,4.0,349.59,1398.36,2023-10-24
Grace,Home Goods,Microwave,6.0,226.07,1356.42,2023-11-10
David,Automotive,Oil Filter,,236.98,0.0,2023-07-02
Grace,Electronics,Headphones,2.0,411.68,823.36,2023-12-27
Grace,Apparel,Pants,1.0,223.25,0.0,2023-01-11
Charlie,Electronics,Laptop,1.0,323.87,323.87,2023-12-05
Grace,Automotive,Tire,1.0,423.62,423.62,2023-08-27
David,Toys,Action Figure,5.0,317.98,0.0,2023-01-22
Charlie,Toys,Action Figure,1.0,418.21,418.21,2023-04-13
Frank,Home Goods,Toaster,,147.05,0.0,2023-02-18
Bob,Toys,Action Figure,7.0,92.76,649.32,2023-09-15
David,Electronics,Laptop,,253.73,0.0,2023-02-16
Charlie,Apparel,Pants,1.0,283.06,283.06,2023-03-17
Frank,Electronics,Tablet,4.0,95.66,382.64,2023-03-25
Emma,Toys,Board Game,5.0,183.38,916.9,2023-06-12
Bob,Automotive,Tire,3.0,130.63,391.89,2023-11-05
Frank,Toys,Puzzle,7.0,155.69,1089.83,2023-07-20
Bob,Electronics,Headphones,9.0,71.11,639.99,2023-06-16
Grace,Electronics,Tablet,6.0,407.59,2445.54,2023-05-10
Hannah,Home Goods,Microwave,7.0,,0.0,2023-04-01
Hannah,Toys,Toy Car,6.0,12.83,76.98,2023-10-03
Grace,Automotive,Spark Plug,2.0,225.11,450.22,2023-11-17
Charlie,Apparel,Pants,2.0,412.63,0.0,2023-08-25
Emma,Automotive,Tire,2.0,286.38,0.0,2023-12-27
Grace,Toys,Toy Car,1.0,442.65,442.65,2023-03-18
Bob,Apparel,Jacket,5.0,202.86,1014.3,2023-05-28
David,Automotive,Spark Plug,2.0,85.93,171.86,2023-11-15
Charlie,Electronics,Smartphone,1.0,211.11,211.11,2023-11-14
Bob,Home Goods,Blender,3.0,223.63,0.0,2023-11-10
Emma,Automotive,Oil Filter,2.0,377.23,754.46,2023-01-19
Emma,Apparel,Jacket,2.0,380.47,760.94,2023-06-25
Charlie,Toys,Toy Car,1.0,367.73,367.73,2023-08-02
Grace,Toys,Toy Car,4.0,122.73,490.92,2023-11-19
Bob,Toys,Toy Car,9.0,343.27,3089.43,2023-02-17
David,Apparel,Pants,2.0,180.53,361.06,2023-11-22
Alice,Toys,Puzzle,7.0,,0.0,2023-03-22
Charlie,Automotive,Tire,8.0,108.57,0.0,2023-05-06
Alice,Home Goods,Toaster,5.0,213.05,1065.25,2023-02-05
Grace,Automotive,Oil Filter,8.0,171.7,1373.6,2023-10-27
Emma,Automotive,Car Battery,10.0,385.52,3855.2,2023-11-18
Emma,Apparel,Jacket,3.0,48.66,145.98,2023-06-04
Hannah,Electronics,Headphones,4.0,381.36,1525.44,2023-07-18
David,Electronics,Laptop,3.0,327.4,982.2,2023-01-02
Bob,Automotive,Spark Plug,5.0,95.27,476.35,2023-08-28
Frank,Home Goods,Toaster,8.0,351.1,2808.8,2023-01-30
Grace,Apparel,Jacket,9.0,44.91,404.19,2023-01-24
Alice,Apparel,Shirt,7.0,12.49,87.43,2023-02-13
Frank,Automotive,Spark Plug,2.0,189.17,378.34,2023-12-17
Alice,Automotive,Oil Filter,7.0,262.12,1834.84,2023-09-04
Alice,Apparel,Shoes,8.0,242.15,1937.2,2023-11-28
Alice,Electronics,Laptop,9.0,207.19,1864.71,2023-05-15
Charlie,Automotive,Spark Plug,1.0,292.75,292.75,2023-07-19
Emma,Toys,Board Game,2.0,211.99,423.98,2023-03-09
David,Automotive,Oil Filter,7.0,481.46,3370.22,2023-04-15
Emma,Automotive,Tire,4.0,156.43,625.72,2023-12-15
Hannah,Electronics,Tablet,5.0,231.54,0.0,2023-10-20
Frank,Toys,Action Figure,8.0,383.1,3064.8,2023-06-08
Hannah,Electronics,Tablet,8.0,110.37,882.96,2023-10-31
Bob,Home Goods,Microwave,3.0,46.18,138.54,2023-09-05
Hannah,Toys,Puzzle,4.0,61.8,247.2,2023-02-27
Frank,Apparel,Shirt,3.0,249.44,748.32,2023-08-03
Hannah,Apparel,Jacket,7.0,296.41,2074.87,2023-10-30
Hannah,Automotive,Tire,4.0,137.75,551.0,2023-12-04
Hannah,Electronics,Laptop,2.0,423.89,847.78,2023-03-10
Emma,Apparel,Pants,7.0,,0.0,2023-06-25
Grace,Apparel,Jacket,1.0,50.24,0.0,2023-07-25
Alice,Home Goods,Blender,7.0,353.8,2476.6,2023-12-06
Bob,Apparel,Jacket,10.0,454.87,4548.7,2023-03-15
Frank,Electronics,Headphones,6.0,72.88,437.28,2023-08-10
Hannah,Toys,Puzzle,5.0,,0.0,2023-12-22
Charlie,Electronics,Laptop,2.0,395.73,791.46,2023-07-30
Emma,Automotive,Oil Filter,5.0,70.62,353.1,2023-10-27
Alice,Electronics,Laptop,9.0,489.62,0.0,2023-06-18
Charlie,Automotive,Oil Filter,9.0,26.56,239.04,2023-10-12
Hannah,Apparel,Pants,7.0,81.1,0.0,2023-04-06
Alice,Automotive,Oil Filter,7.0,286.04,0.0,2023-03-03
Alice,Electronics,Headphones,2.0,394.66,789.32,2023-08-08
David,Automotive,Oil Filter,2.0,343.6,687.2,2023-03-25
Emma,Home Goods,Toaster,8.0,58.55,468.4,2023-04-30
Hannah,Electronics,Headphones,,322.35,0.0,2023-02-03
Charlie,Home Goods,Microwave,6.0,8.21,0.0,2023-09-11
Charlie,Home Goods,Toaster,,85.98,0.0,2023-06-29
David,Home Goods,Vacuum Cleaner,10.0,299.21,2992.1,2023-08-24
Charlie,Toys,Toy Car,8.0,371.6,0.0,2023-02-11
Alice,Automotive,Spark Plug,7.0,368.24,2577.68,2023-09-21
Charlie,Toys,Toy Car,5.0,371.09,1855.45,2023-07-19
Emma,Toys,Action Figure,6.0,455.55,2733.3,2023-04-17
Hannah,Toys,Action Figure,10.0,411.48,4114.8,2023-12-31
Bob,Automotive,Tire,4.0,99.44,397.76,2023-10-29
Frank,Automotive,Oil Filter,9.0,494.44,4449.96,2023-11-29
Frank,Toys,Toy Car,7.0,16.04,0.0,2023-03-13
Alice,Apparel,Shirt,6.0,486.89,2921.34,2023-11-27
Alice,Home Goods,Toaster,6.0,411.6,2469.6,2023-07-11
Hannah,Home Goods,Blender,2.0,451.09,902.18,2023-03-19
Hannah,Toys,Action Figure,1.0,459.01,459.01,2023-12-24
Alice,Electronics,Headphones,5.0,230.21,1151.05,2023-08-13
Frank,Automotive,Car Battery,9.0,180.66,1625.94,2023-05-08
David,Electronics,Tablet,2.0,277.91,555.82,2023-08-08
Grace,Toys,Puzzle,5.0,307.04,1535.2,2023-05-19
Charlie,Apparel,Pants,7.0,270.6,0.0,2023-02-09
David,Automotive,Oil Filter,2.0,426.84,853.68,2023-10-15
Frank,Home Goods,Toaster,1.0,181.58,0.0,2023-02-05
Frank,Toys,Board Game,1.0,416.0,416.0,2023-01-13
Hannah,Home Goods,Microwave,4.0,351.84,1407.36,2023-08-28
Emma,Electronics,Tablet,7.0,164.94,1154.58,2023-07-06
Bob,Automotive,Oil Filter,6.0,,0.0,2023-05-01
Charlie,Toys,Board Game,5.0,211.5,1057.5,2023-07-14
David,Home Goods,Blender,6.0,65.08,390.48,2023-07-28
Alice,Toys,Puzzle,5.0,369.15,0.0,2023-08-06
Hannah,Automotive,Car Battery,3.0,,0.0,2023-04-10
Frank,Apparel,Shirt,8.0,464.96,3719.68,2023-09-03
David,Automotive,Spark Plug,4.0,404.08,1616.32,2023-11-24
Emma,Electronics,Headphones,10.0,328.39,3283.9,2023-02-25
Frank,Home Goods,Vacuum Cleaner,6.0,245.24,0.0,2023-09-17
Grace,Electronics,Laptop,10.0,218.39,2183.9,2023-08-28
Bob,Automotive,Oil Filter,8.0,162.19,0.0,2023-10-05
Emma,Home Goods,Toaster,3.0,245.53,736.59,2023-04-03
Bob,Home Goods,Microwave,8.0,404.42,3235.36,2023-10-18
Frank,Electronics,Laptop,8.0,340.81,2726.48,2023-01-24
Bob,Toys,Puzzle,8.0,29.26,234.08,2023-04-27
Charlie,Toys,Board Game,8.0,268.63,2149.04,2023-10-12
Charlie,Home Goods,Blender,10.0,133.81,1338.1,2023-04-26
Emma,Toys,Board Game,5.0,418.4,2092.0,2023-05-10
Frank,Apparel,Pants,6.0,300.99,1805.94,2023-01-29
Alice,Toys,Action Figure,7.0,215.11,1505.77,2023-06-26
Bob,Electronics,Laptop,3.0,281.66,844.98,2023-10-18
Frank,Electronics,Smartphone,8.0,193.48,0.0,2023-02-07
Alice,Apparel,Pants,,328.66,0.0,2023-11-30
